Row ID,Quantity,Discount,Shipping Cost,Order ID,Product ID,Ship Mode,Ship Date
8982,5,0,46.28,MX-2013-EJ1372018-41299,TEC-AC-5123,Standard Class,1/29/13
8983,4,0,5.339,MX-2013-EJ1372018-41299,OFF-SU-6167,Standard Class,1/29/13
8984,4,0,19.258,MX-2013-EJ1372018-41299,OFF-BI-4816,Standard Class,1/29/13
8985,2,0,3.382,MX-2012-RH1955551-41178,FUR-CH-5373,Standard Class,10/3/12
8986,5,0,1.961,MX-2012-RH1955551-41178,OFF-AR-5924,Standard Class,10/3/12
8987,1,0.4,1.653,US-2015-PP1895555-42178,OFF-AR-3481,Second Class,6/25/15
8988,6,0,43.016,MX-2015-JS1594031-42131,FUR-BO-5940,First Class,5/8/15
8989,1,0,31.206,MX-2015-SJ2012551-42160,FUR-CH-5776,Second Class,6/9/15
8990,2,0,6.208,MX-2015-SJ2012551-42160,TEC-AC-3387,Second Class,6/9/15
8991,5,0,4.88,MX-2015-GP1474082-42368,OFF-PA-4463,Second Class,1/1/16
8992,7,0.2,3.804,MX-2012-BB1099036-41247,OFF-FA-3072,Standard Class,12/8/12
8993,7,0,45.025,MX-2013-MC1757518-41291,FUR-FU-4084,Standard Class,1/21/13
8994,2,0,1.705,MX-2015-TM2101018-42274,OFF-LA-5374,Standard Class,10/2/15
8995,5,0,46.734,MX-2015-TM2101018-42274,FUR-BO-5948,Standard Class,10/2/15
8996,5,0,2.838,MX-2015-TM2101018-42274,OFF-FA-6207,Standard Class,10/2/15
8997,3,0,4.205,MX-2015-TM2101018-42274,TEC-PH-5830,Standard Class,10/2/15
8998,4,0,2.711,MX-2012-PW1924031-41230,FUR-FU-6259,Standard Class,11/22/12
8999,4,0,6.558,MX-2012-PW1924031-41230,OFF-ST-4282,Standard Class,11/22/12
9000,3,0,3.023,MX-2012-PW1924031-41230,OFF-PA-3993,Standard Class,11/22/12
9001,5,0.2,17.848,MX-2014-RR1931539-41978,FUR-TA-4706,Standard Class,12/11/14
9002,3,0,1.9,MX-2015-RF1984082-42124,OFF-BI-6399,First Class,5/2/15
9003,1,0,5.735,MX-2015-RF1984082-42124,OFF-EN-4440,First Class,5/2/15
9004,1,0.002,14.865,MX-2015-RF1984082-42124,TEC-CO-4574,First Class,5/2/15
9005,9,0,52.87,MX-2013-LT1676551-41591,TEC-AC-5199,Standard Class,11/20/13
9006,3,0,24.556,MX-2013-LT1676551-41591,FUR-CH-5451,Standard Class,11/20/13
9007,2,0,15.662,MX-2014-HE1480082-41688,TEC-PH-3142,First Class,2/19/14
9008,1,0.2,1.605,MX-2015-HR1477036-42250,OFF-ST-5697,Standard Class,9/8/15
9009,5,0,16.367,MX-2012-MA1799582-41046,OFF-AR-5932,Standard Class,5/23/12
9010,3,0.2,13.324,US-2012-SD2048582-41005,FUR-CH-4546,Standard Class,4/10/12
9011,2,0,1.982,US-2012-SD2048582-41005,OFF-LA-3313,Standard Class,4/10/12
9012,3,0.2,88.864,US-2012-SD2048582-41005,FUR-CH-4655,Standard Class,4/10/12
9013,3,0,3.054,MX-2013-AS1009018-41438,FUR-FU-6277,Standard Class,6/17/13
9014,3,0,55.56,MX-2013-AS1009018-41438,FUR-BO-5748,Standard Class,6/17/13
9015,7,0.4,5.916,US-2015-GZ1447098-42327,OFF-AR-6120,Standard Class,11/25/15
9016,2,0,3.866,MX-2014-PF1922539-41920,OFF-SU-4303,First Class,10/11/14
9017,2,0,3.917,MX-2014-PF1922539-41920,FUR-FU-5731,First Class,10/11/14
9018,4,0,11.553,MX-2014-PF1922539-41920,OFF-AR-3454,First Class,10/11/14
9019,3,0.2,8.248,US-2015-CM1193536-42251,OFF-ST-6272,Standard Class,9/8/15
9020,7,0.4,6.493,US-2013-SW2075555-41436,OFF-EN-3098,Standard Class,6/18/13
9021,4,0.4,6.818,US-2013-SW2075555-41436,FUR-FU-6278,Standard Class,6/18/13
9022,1,0,1.288,MX-2013-BN1151531-41552,OFF-LA-6034,Standard Class,10/9/13
9023,3,0,57.171,MX-2013-BN1151531-41552,FUR-TA-4645,Standard Class,10/9/13
9024,4,0.002,66.937,MX-2013-BN1151531-41552,TEC-CO-3709,Standard Class,10/9/13
9025,2,0,9.474,MX-2013-BN1151531-41552,OFF-ST-6032,Standard Class,10/9/13
9026,2,0,1.061,MX-2013-BN1151531-41552,OFF-AR-5920,Standard Class,10/9/13
9027,5,0,52.607,MX-2013-BN1151531-41552,OFF-ST-4079,Standard Class,10/9/13
9028,3,0.5,1.922,US-2012-DB1327036-41021,FUR-FU-4103,Standard Class,4/26/12
9029,2,0.4,5.109,US-2013-BB1154582-41561,FUR-FU-3034,Standard Class,10/18/13
9030,4,0.2,71.354,MX-2015-DM1352582-42174,FUR-BO-3895,First Class,6/22/15
9031,5,0,110.472,MX-2013-DM1295518-41438,TEC-AC-3405,First Class,6/15/13
9032,4,0,29.41,MX-2013-DM1295518-41438,FUR-FU-3050,First Class,6/15/13
9033,6,0.4,57.681,US-2014-DA134505-41926,FUR-BO-5798,Same Day,10/14/14
9034,3,0,7.16,MX-2013-HP1481537-41545,TEC-AC-5118,Standard Class,10/2/13
9035,4,0,42.93,MX-2014-WB2185093-41657,FUR-BO-4844,First Class,1/20/14
9036,3,0.4,20.275,US-2013-CC1243055-41576,TEC-AC-5122,Second Class,11/1/13
9037,3,0.4,19.516,US-2013-CC1243055-41576,OFF-EN-3663,Second Class,11/1/13
9038,3,0.4,22.751,US-2013-CC1243055-41576,OFF-AP-3584,Second Class,11/1/13
9039,1,0.2,10.738,US-2014-JC1538536-41892,FUR-CH-4681,Second Class,9/12/14
9040,14,0.2,7.859,US-2014-JC1538536-41892,OFF-BI-3248,Second Class,9/12/14
9041,3,0.2,28.657,US-2014-JC1538536-41892,OFF-ST-5693,Second Class,9/12/14
9042,2,0.2,11.724,US-2014-JC1538536-41892,TEC-AC-5200,Second Class,9/12/14
9043,2,0.2,2.395,US-2014-JC1538536-41892,OFF-PA-6622,Second Class,9/12/14
9044,6,0,71.056,MX-2013-BT1144093-41585,OFF-ST-4257,Second Class,11/12/13
9045,3,0,11.546,MX-2012-ES1408082-41152,OFF-AP-3568,Standard Class,9/4/12
9046,1,0,1.535,MX-2012-ES1408082-41152,OFF-AR-3544,Standard Class,9/4/12
9047,5,0,49.659,MX-2015-BW1106518-42252,FUR-CH-5394,Standard Class,9/9/15
9048,3,0,2.394,MX-2015-BW1106518-42252,OFF-ST-5687,Standard Class,9/9/15
9049,5,0,10.977,MX-2013-MG1769582-41584,OFF-ST-4106,Standard Class,11/11/13
9050,7,0,14.045,MX-2013-MG1769582-41584,OFF-SU-4308,Standard Class,11/11/13
9051,3,0,5.796,MX-2015-SO2033531-42175,OFF-BI-3255,Standard Class,6/24/15
9052,11,0,28.55,MX-2014-SC2002051-41696,TEC-AC-4178,Standard Class,3/2/14
9053,3,0,1.517,MX-2014-SC2002051-41696,OFF-SU-4125,Standard Class,3/2/14
9054,5,0,8.172,MX-2015-RO1978082-42180,OFF-PA-5886,Standard Class,6/29/15
9055,2,0.2,6.903,MX-2015-RO1978082-42180,FUR-CH-5756,Standard Class,6/29/15
9056,6,0,2.051,MX-2014-TB2105531-41991,OFF-LA-5384,Standard Class,12/24/14
9057,3,0,8.316,MX-2015-ED1388582-42313,OFF-BI-2899,Standard Class,11/9/15
9058,5,0.4,2.952,US-2014-BP1129098-41870,OFF-LA-6051,Second Class,8/22/14
9059,3,0.4,6.655,US-2014-AG1067598-41751,TEC-PH-3818,Standard Class,4/27/14
9060,2,0,8.013,MX-2014-CP1208539-41962,OFF-ST-4095,Standard Class,11/26/14
9061,3,0,15.133,MX-2014-GM1468082-41942,OFF-ST-5710,Second Class,11/3/14
9062,8,0.002,169.505,MX-2014-EP1391582-41788,TEC-CO-3597,Standard Class,6/2/14
9063,2,0,67.307,MX-2013-PO1885051-41338,FUR-CH-5378,Standard Class,3/12/13
9064,2,0,8.941,MX-2013-SV2036551-41524,TEC-AC-5888,Standard Class,9/13/13
9065,2,0,3.937,MX-2012-AW1093031-40912,TEC-AC-5219,Standard Class,1/8/12
9066,1,0,4.253,MX-2012-AW1093031-40912,FUR-CH-5757,Standard Class,1/8/12
9067,3,0,3.514,MX-2012-AW1093031-40912,OFF-EN-5041,Standard Class,1/8/12
9068,11,0,12.508,MX-2012-DJ1351082-41079,OFF-SU-4321,Same Day,6/19/12
9069,3,0,10.797,MX-2012-DJ1351082-41079,OFF-AR-3456,Same Day,6/19/12
9070,6,0,27.385,MX-2014-AB1006051-41908,TEC-PH-3150,Second Class,9/30/14
9071,2,0,6.147,MX-2014-AB1006051-41908,OFF-SU-6183,Second Class,9/30/14
9072,6,0,2.69,MX-2014-AB1006051-41908,OFF-LA-6061,Second Class,9/30/14
9073,3,0,8.943,MX-2014-AR1040582-41818,OFF-EN-5037,Standard Class,7/5/14
9074,5,0.4,2.584,MX-2014-AR1040582-41818,FUR-FU-6259,Standard Class,7/5/14
9075,3,0.4,4.646,MX-2014-AR1040582-41818,FUR-FU-3065,Standard Class,7/5/14
9076,3,0,17.092,MX-2014-AR1040582-41818,TEC-AC-5201,Standard Class,7/5/14
9077,2,0,3.727,MX-2015-TP2156582-42056,OFF-SU-6165,Standard Class,2/25/15
9078,4,0,3.352,MX-2015-TP2156582-42056,OFF-BI-3253,Standard Class,2/25/15
9079,3,0,10.999,MX-2015-TP2156582-42056,OFF-BI-2882,Standard Class,2/25/15
9080,3,0,15.763,MX-2014-BM1165031-41934,OFF-AR-5904,First Class,10/24/14
9081,5,0,130.957,MX-2014-BM1165031-41934,TEC-AC-5137,First Class,10/24/14
9082,6,0,51.414,MX-2014-BM1165031-41934,FUR-CH-5409,First Class,10/24/14
9083,3,0,16.279,MX-2014-BM1165031-41934,FUR-CH-5752,First Class,10/24/14
9084,3,0,29.782,MX-2015-Dp1324018-42304,TEC-AC-5206,Standard Class,11/1/15
9085,2,0,6.53,MX-2014-GM1468093-41751,OFF-FA-3020,First Class,4/23/14
9086,2,0,6.704,MX-2013-RW1963082-41528,OFF-ST-4284,Standard Class,9/15/13
9087,2,0,1.521,MX-2015-AC1066093-42350,FUR-FU-3036,Standard Class,12/17/15
9088,3,0,1.296,MX-2015-AC1066093-42350,OFF-BI-6374,Standard Class,12/17/15
9089,5,0,8.261,MX-2015-AC1066093-42350,OFF-AR-3456,Standard Class,12/17/15
9090,4,0,7.896,MX-2013-MC1727518-41408,OFF-ST-6283,Standard Class,5/19/13
9091,1,0.002,16.67,MX-2013-MC1727518-41408,TEC-CO-3596,Standard Class,5/19/13
9092,5,0,4.303,MX-2013-MC1727518-41408,OFF-PA-4159,Standard Class,5/19/13
9093,5,0,7.341,MX-2013-MC1727518-41408,OFF-EN-3672,Standard Class,5/19/13
9094,7,0,12.991,MX-2013-MC1727518-41408,TEC-PH-3141,Standard Class,5/19/13
9095,2,0,1.534,MX-2014-SM2000582-41908,OFF-LA-4542,Standard Class,10/1/14
9096,5,0.6,1.937,US-2013-SG2060518-41556,OFF-EN-3092,Standard Class,10/13/13
9097,3,0.6,1.889,US-2013-SG2060518-41556,OFF-PA-4184,Standard Class,10/13/13
9098,3,0.002,39.464,MX-2015-LL1684082-42315,TEC-CO-5992,Standard Class,11/13/15
9099,2,0,1.554,MX-2015-LL1684082-42315,OFF-PA-4008,Standard Class,11/13/15
9100,5,0,3.63,MX-2015-AM1070582-42231,OFF-BI-3719,Standard Class,8/21/15
9101,2,0.7,61.043,US-2014-GA145155-41941,FUR-TA-3763,First Class,10/31/14
9102,3,0.4,85.208,US-2014-GA145155-41941,OFF-ST-4266,First Class,10/31/14
9103,1,0,1.687,MX-2014-SP2065082-41907,OFF-PA-4471,Standard Class,10/1/14
9104,2,0,3.354,MX-2014-BM1157537-42003,FUR-FU-4102,Standard Class,1/3/15
9105,4,0.2,38.752,MX-2014-BM1157537-42003,FUR-TA-3336,Standard Class,1/3/15
9106,5,0.2,26.347,MX-2015-HD1478536-42075,TEC-PH-5273,Standard Class,3/19/15
9107,3,0,44.77,MX-2013-EM1381018-41607,TEC-PH-3132,Second Class,12/1/13
9108,2,0,115.321,MX-2013-TS2143051-41607,OFF-AP-4738,Standard Class,12/5/13
9109,2,0,1.615,MX-2013-TS2143051-41607,OFF-FA-2959,Standard Class,12/5/13
9110,1,0,4.066,MX-2013-TS2143051-41607,FUR-FU-3951,Standard Class,12/5/13
9111,6,0,2.231,MX-2013-TS2143051-41607,OFF-LA-4687,Standard Class,12/5/13
9112,4,0,13.71,MX-2013-TS2143051-41607,OFF-BI-4806,Standard Class,12/5/13
9113,3,0,101.763,MX-2013-TS2143051-41607,FUR-BO-5787,Standard Class,12/5/13
9114,5,0.4,66.166,US-2014-LR1691555-41923,FUR-CH-5412,Same Day,10/11/14
9115,4,0.2,4.962,MX-2013-PH1879036-41605,OFF-PA-6609,Second Class,12/1/13
9116,4,0,1.449,MX-2015-LO1717093-42178,OFF-FA-2955,Standard Class,6/29/15
9117,3,0.4,21.706,US-2015-DH1367598-42318,FUR-BO-3615,Standard Class,11/14/15
9118,5,0.4,8.35,US-2015-CS123555-42211,OFF-PA-4000,Same Day,7/26/15
9119,3,0,6.321,MX-2015-RK1930018-42181,TEC-AC-5861,First Class,6/28/15
9120,4,0,55.25,MX-2015-RK1930018-42181,FUR-CH-4682,First Class,6/28/15
9121,4,0.2,223.805,MX-2015-RK1930018-42181,FUR-TA-3344,First Class,6/28/15
9122,4,0,27.574,MX-2015-RK1930018-42181,FUR-FU-3050,First Class,6/28/15
9123,1,0,1.125,MX-2015-RK1930018-42181,OFF-LA-6062,First Class,6/28/15
9124,5,0.4,8.985,US-2015-PJ1883582-42251,FUR-FU-5735,First Class,9/7/15
9125,4,0.4,15.562,US-2015-TB21595101-42341,FUR-CH-5756,Second Class,12/6/15
9126,1,0,6.51,MX-2013-AH10195141-41367,FUR-CH-5433,Same Day,4/3/13
9127,2,0.2,12.234,US-2013-KA1652582-41436,FUR-CH-5396,Standard Class,6/15/13
9128,4,0,9.315,US-2013-KA1652582-41436,OFF-SU-4994,Standard Class,6/15/13
9129,2,0.002,11.541,US-2013-KA1652582-41436,TEC-CO-4784,Standard Class,6/15/13
9130,3,0,2.585,US-2013-KA1652582-41436,OFF-ST-4296,Standard Class,6/15/13
9131,4,0.4,21.046,MX-2013-BF11005143-41465,TEC-PH-3799,Same Day,7/10/13
9132,7,0.4,1.929,MX-2013-BF11005143-41465,OFF-EN-3111,Same Day,7/10/13
9133,6,0.4,17.48,MX-2015-RB194655-42322,OFF-AR-3449,Second Class,11/18/15
9134,6,0.4,22.011,MX-2015-RB194655-42322,TEC-PH-5261,Second Class,11/18/15
9135,4,0.2,30.627,MX-2013-JK1532582-41528,FUR-CH-5449,First Class,9/12/13
9136,4,0,16.975,MX-2013-JK1532582-41528,OFF-EN-4444,First Class,9/12/13
9137,3,0,17.645,MX-2013-JK1532582-41528,OFF-ST-6067,First Class,9/12/13
9138,5,0,10.995,MX-2013-JK1532582-41528,OFF-ST-5697,First Class,9/12/13
9139,3,0,2.222,MX-2015-DO1343539-42124,OFF-EN-3106,Standard Class,5/5/15
9140,5,0,18.794,MX-2012-SW2027582-41077,TEC-AC-5116,Standard Class,6/22/12
9141,11,0,12.642,MX-2013-AC1042018-41576,OFF-PA-4183,Standard Class,11/3/13
9142,5,0,44.363,MX-2014-SW2075593-41933,OFF-AP-4962,Second Class,10/26/14
9143,7,0,25.387,MX-2014-SW2075593-41933,FUR-FU-5737,Second Class,10/26/14
9144,2,0,1.516,MX-2014-SW2075593-41933,OFF-SU-4982,Second Class,10/26/14
9145,3,0,4.262,MX-2014-SW2075593-41933,OFF-EN-3104,Second Class,10/26/14
9146,3,0,3.486,MX-2013-RE1940531-41574,OFF-PA-5884,Standard Class,11/1/13
9147,4,0,2.066,MX-2013-CT1199531-41448,OFF-PA-5891,Standard Class,6/27/13
9148,1,0,3.564,MX-2013-CT1199531-41448,OFF-ST-6281,Standard Class,6/27/13
9149,7,0.4,14.574,US-2013-DR1294098-41392,FUR-CH-5757,Standard Class,5/2/13
9150,4,0.4,2.009,US-2013-DR1294098-41392,OFF-FA-6200,Standard Class,5/2/13
9151,1,0,2.187,MX-2015-MC1757518-42159,OFF-ST-6060,Standard Class,6/8/15
9152,2,0,1.674,MX-2012-RE1940539-41195,OFF-LA-4529,Standard Class,10/17/12
9153,5,0,87.605,MX-2014-GW1460565-41914,FUR-BO-5969,Standard Class,10/7/14
9154,8,0,1.442,MX-2014-MK1790539-41685,OFF-AR-3496,First Class,2/18/14
9155,1,0,1.86,MX-2014-SR2074028-41683,OFF-EN-3675,Standard Class,2/17/14
9156,4,0,44.882,MX-2014-SR2074028-41683,FUR-BO-5747,Standard Class,2/17/14
9157,3,0.4,4.231,MX-2015-LC1705082-42262,FUR-FU-5737,Standard Class,9/20/15
9158,6,0.4,1.339,MX-2015-LC1705082-42262,FUR-FU-5732,Standard Class,9/20/15
9159,2,0,9.903,MX-2015-LC1705082-42262,TEC-AC-5205,Standard Class,9/20/15
9160,3,0.2,1.482,US-2015-AR1057036-42010,OFF-BI-2892,Standard Class,1/12/15
9161,5,0,24.983,MX-2014-NW1840039-41829,OFF-ST-6282,Same Day,7/10/14
9162,1,0,2.002,MX-2013-JO1514582-41433,OFF-FA-2941,Standard Class,6/12/13
9163,2,0.4,5.192,MX-2013-JO1514582-41433,FUR-FU-6256,Standard Class,6/12/13
9164,5,0,12.446,MX-2015-SC2077026-42067,OFF-SU-4137,Second Class,3/8/15
9165,6,0,8.82,MX-2014-PW19030132-41816,OFF-EN-5030,Standard Class,7/1/14
9166,6,0,5.83,MX-2014-PW19030132-41816,OFF-BI-3722,Standard Class,7/1/14
9167,9,0,8.404,MX-2014-PW19030132-41816,FUR-FU-3950,Standard Class,7/1/14
9168,6,0,16.104,MX-2012-CA1205531-40988,OFF-FA-5486,First Class,3/21/12
9169,5,0,10.735,MX-2013-JB1540031-41570,OFF-EN-3666,First Class,10/25/13
9170,3,0,3.706,MX-2013-JB1540031-41570,OFF-BI-6381,First Class,10/25/13
9171,6,0,4.213,MX-2015-MC1742537-42097,OFF-SU-4981,Standard Class,4/7/15
9172,1,0.4,2.586,US-2015-MH1744055-42223,FUR-CH-4557,Second Class,8/10/15
9173,4,0,3.777,MX-2014-MC1813031-41900,OFF-SU-6166,Standard Class,9/24/14
9174,3,0,12.882,MX-2015-EN1378051-42144,OFF-ST-6039,First Class,5/23/15
9175,2,0,12.176,MX-2015-EN1378051-42144,TEC-AC-5862,First Class,5/23/15
9176,7,0,2.6,MX-2012-KW1657026-40947,OFF-ST-6023,Standard Class,2/14/12
9177,2,0.4,8.569,US-2014-BW112005-41998,OFF-AP-4719,Standard Class,12/29/14
9178,3,0.4,1.962,US-2014-BW112005-41998,OFF-FA-5473,Standard Class,12/29/14
9179,3,0.2,28.276,US-2015-LO1717036-42211,TEC-PH-3143,Standard Class,7/30/15
9180,4,0.2,40.29,MX-2014-CS1186082-41976,FUR-BO-3897,Same Day,12/3/14
9181,4,0,22.719,MX-2012-PO1886582-41209,TEC-PH-5826,Standard Class,10/31/12
9182,2,0,9.338,MX-2015-ES1402028-42166,TEC-PH-5348,Second Class,6/13/15
9183,6,0,10.67,MX-2013-HL1504039-41432,OFF-FA-6187,Standard Class,6/13/13
9184,7,0,12.697,MX-2012-RB1957018-41193,OFF-FA-3021,Second Class,10/15/12
9185,7,0,176.878,MX-2012-LA1678018-41063,TEC-AC-5204,Same Day,6/3/12
9186,3,0,6.765,MX-2012-LA1678018-41063,OFF-FA-3071,Same Day,6/3/12
9187,7,0,99.362,MX-2012-LA1678018-41063,OFF-AP-4724,Same Day,6/3/12
9188,6,0,20.401,MX-2012-MT1781539-41070,FUR-CH-5433,First Class,6/13/12
9189,2,0.4,1.168,US-2015-RR1952598-42069,OFF-BI-4812,First Class,3/7/15
9190,5,0.4,12.857,US-2015-RR1952598-42069,OFF-AP-4493,First Class,3/7/15
9191,3,0.4,27.926,US-2015-RR1952598-42069,OFF-AP-4498,First Class,3/7/15
9192,7,0.4,21.394,US-2015-RR1952598-42069,FUR-FU-3030,First Class,3/7/15
9193,10,0,43.4,MX-2013-RD1981031-41469,OFF-ST-4262,First Class,7/15/13
9194,1,0.4,3.217,US-2015-VP2176082-42082,FUR-FU-4084,Standard Class,3/23/15
9195,6,0,14.671,US-2015-VP2176082-42082,OFF-SU-3002,Standard Class,3/23/15
9196,3,0,1.182,US-2015-VP2176082-42082,OFF-PA-4007,Standard Class,3/23/15
9197,3,0,13.211,MX-2012-AT1043531-41193,OFF-ST-5697,First Class,10/12/12
9198,4,0,5.127,MX-2012-AT1043531-41193,OFF-BI-3290,First Class,10/12/12
9199,2,0,2.415,MX-2015-MC1742539-42104,OFF-EN-4446,Standard Class,4/16/15
9200,2,0,26.04,MX-2015-MC1742539-42104,FUR-CH-4563,Standard Class,4/16/15
9201,5,0,9.046,MX-2015-MC1742539-42104,TEC-AC-4156,Standard Class,4/16/15
9202,5,0,1.745,MX-2015-MC1742539-42104,OFF-BI-3716,Standard Class,4/16/15
9203,4,0.002,65.872,MX-2015-MC1742539-42104,TEC-CO-3595,Standard Class,4/16/15
9204,3,0,11.269,MX-2015-MC1742539-42104,TEC-PH-5346,Standard Class,4/16/15
9205,1,0,3.602,MX-2014-CS1186031-41695,OFF-EN-3668,Second Class,3/2/14
9206,5,0,12.862,MX-2014-CS1186031-41695,FUR-FU-6278,Second Class,3/2/14
9207,6,0.002,81.085,MX-2014-CS1186031-41695,TEC-CO-6004,Second Class,3/2/14
9208,2,0,1.194,MX-2013-SE2011026-41588,FUR-FU-5733,Standard Class,11/16/13
9209,4,0,14.684,MX-2014-MP1796551-41798,FUR-FU-4104,Same Day,6/8/14
9210,1,0,1.843,MX-2013-DC1328531-41555,OFF-PA-4000,Standard Class,10/13/13
9211,5,0,5.318,MX-2013-DC1328531-41555,OFF-SU-4325,Standard Class,10/13/13
9212,7,0.4,11.057,US-2015-GT1471055-42299,OFF-AR-3471,Standard Class,10/27/15
9213,4,0.4,1.675,US-2015-GT1471055-42299,OFF-BI-3738,Standard Class,10/27/15
9214,1,0.4,1.614,US-2015-GT1471055-42299,OFF-ST-4294,Standard Class,10/27/15
9215,3,0.4,2.145,US-2015-GT1471055-42299,OFF-PA-6621,Standard Class,10/27/15
9216,9,0,5.442,MX-2014-LR1703593-41926,OFF-LA-3272,Standard Class,10/18/14
9217,1,0,1.748,MX-2014-LR1703593-41926,OFF-AR-3547,Standard Class,10/18/14
9218,4,0,53.525,MX-2012-ST2053031-40948,TEC-PH-3802,Same Day,2/9/12
9219,2,0,1.485,MX-2015-LC1714026-42129,OFF-LA-6030,Standard Class,5/11/15
9220,9,0,46.357,MX-2015-LC1714026-42129,FUR-CH-5440,Standard Class,5/11/15
9221,2,0,2.335,MX-2013-JH1582082-41395,OFF-FA-2940,Standard Class,5/7/13
9222,5,0.4,102.424,US-2015-NS1864055-42312,TEC-AC-5897,Standard Class,11/8/15
9223,3,0.4,7.225,US-2015-NS1864055-42312,OFF-ST-5712,Standard Class,11/8/15
9224,7,0.4,33.813,US-2015-NS1864055-42312,FUR-CH-4518,Standard Class,11/8/15
9225,2,0.4,9.995,US-2015-NS1864055-42312,TEC-PH-5352,Standard Class,11/8/15
9226,2,0.2,112.713,MX-2012-TT2107036-41224,FUR-CH-4530,Second Class,11/13/12
9227,5,0.2,17.371,MX-2015-AB1006036-42123,OFF-SU-4138,First Class,5/2/15
9228,2,0.2,11.443,MX-2015-AB1006036-42123,FUR-CH-4700,First Class,5/2/15
9229,3,0.4,22.371,US-2014-EL1373555-41746,TEC-PH-3802,Standard Class,4/21/14
9230,11,0,3.221,MX-2014-MC1742526-41741,OFF-BI-4826,Standard Class,4/17/14
9231,3,0,2.719,MX-2014-MC1742526-41741,OFF-SU-4978,Standard Class,4/17/14
9232,5,0,12.582,MX-2012-MM1828051-41159,OFF-EN-3090,Second Class,9/12/12
9233,3,0,15.2,MX-2012-MM1828051-41159,OFF-SU-3003,Second Class,9/12/12
9234,4,0,19.333,MX-2013-CS1235518-41566,TEC-PH-5337,Standard Class,10/24/13
9235,6,0,10.487,MX-2013-CS1235518-41566,FUR-FU-4036,Standard Class,10/24/13
9236,9,0,2.593,MX-2013-DP1310528-41556,OFF-AR-3495,Standard Class,10/15/13
9237,3,0.002,19.446,MX-2013-DP1310528-41556,TEC-CO-3607,Standard Class,10/15/13
9238,1,0.002,13.264,MX-2013-DP1310528-41556,TEC-CO-3589,Standard Class,10/15/13
9239,2,0,1.618,MX-2012-SW2075593-41250,OFF-FA-6196,Standard Class,12/13/12
9240,10,0,78.496,MX-2012-SW2075593-41250,TEC-PH-5352,Standard Class,12/13/12
9241,7,0.2,18.851,MX-2015-PA1906082-42346,FUR-CH-5750,Standard Class,12/13/15
9242,2,0.2,23.258,MX-2015-PA1906082-42346,FUR-TA-3355,Standard Class,12/13/15
9243,7,0,3.736,MX-2015-PA1906082-42346,OFF-ST-4063,Standard Class,12/13/15
9244,3,0.4,1.45,US-2013-MM179205-41396,OFF-FA-3019,Standard Class,5/8/13
9245,3,0,7.276,MX-2013-EA1403582-41464,OFF-EN-3656,First Class,7/12/13
9246,8,0,163.281,MX-2013-EA1403582-41464,OFF-ST-6047,First Class,7/12/13
9247,4,0,1.739,MX-2013-EA1403582-41464,OFF-BI-3294,First Class,7/12/13
9248,6,0,9.232,MX-2013-EA1403582-41464,OFF-FA-6190,First Class,7/12/13
9249,3,0.2,10.2,MX-2013-EA1403582-41464,FUR-CH-4559,First Class,7/12/13
9250,4,0,7.241,MX-2013-EA1403582-41464,OFF-ST-4252,First Class,7/12/13
9251,1,0.2,15.701,MX-2013-EA1403582-41464,FUR-BO-3887,First Class,7/12/13
9252,2,0.2,81.273,MX-2013-EA1403582-41464,FUR-BO-4851,First Class,7/12/13
9253,7,0.4,15.858,US-2015-DP13165143-42362,OFF-ST-5708,Standard Class,12/31/15
9254,7,0.4,2.569,US-2015-DP13165143-42362,OFF-EN-4453,Standard Class,12/31/15
9255,2,0.4,3.11,US-2015-DP13165143-42362,OFF-ST-4296,Standard Class,12/31/15
9256,3,0.4,4.267,US-2015-DP13165143-42362,TEC-AC-5862,Standard Class,12/31/15
9257,3,0,5.116,MX-2013-AB1010582-41584,TEC-AC-5883,Standard Class,11/10/13
9258,3,0,44.594,MX-2015-BM1178528-42333,FUR-BO-4861,Standard Class,12/1/15
9259,4,0.4,23.053,US-2015-TB21400101-42145,OFF-BI-3726,First Class,5/24/15
9260,2,0,6.126,MX-2012-AH1058518-41144,TEC-PH-5831,Standard Class,8/30/12
9261,3,0,6.652,MX-2014-EH1394518-41711,FUR-FU-3039,Second Class,3/15/14
9262,9,0,80.624,MX-2015-RE1940582-42132,OFF-ST-6246,Standard Class,5/12/15
9263,7,0,318.08,MX-2014-TT2122051-41727,FUR-BO-5968,Second Class,4/1/14
9264,5,0.4,16.895,US-2013-JK156255-41534,OFF-EN-4926,Same Day,9/17/13
9265,6,0,2.358,MX-2015-MO17800132-42165,OFF-BI-6405,Standard Class,6/14/15
9266,3,0.4,10.161,US-2015-CC1268555-42215,OFF-AP-4490,Same Day,7/30/15
9267,3,0.4,4.423,US-2015-CC1268555-42215,OFF-BI-3723,Same Day,7/30/15
9268,3,0.4,1.836,US-2015-CC1268555-42215,OFF-BI-3735,Same Day,7/30/15
9269,3,0.2,6.98,US-2014-KH1633036-41944,OFF-PA-4002,First Class,11/4/14
9270,2,0,2.094,MX-2013-SR2074039-41401,OFF-LA-5393,Standard Class,5/14/13
9271,3,0,5.357,MX-2013-SR2074039-41401,OFF-PA-4483,Standard Class,5/14/13
9272,5,0.2,9.297,MX-2013-LH1675036-41579,OFF-AR-3528,Standard Class,11/5/13
