Product_id,Product_name,Retail price,Manufacture cost,Sub_category_id
OFF-AP-3838,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,2.88,2
OFF-AP-3845,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",56.96,40.44,2
OFF-AP-3856,"Cuisinart Blender, Black",44.28,43.84,2
OFF-AP-3857,"Cuisinart Blender, Red",44.66,43.34,2
OFF-AP-3858,"Cuisinart Blender, Silver",45.16,39.30,2
OFF-AP-3859,"Cuisinart Blender, White",43.42,37.36,2
OFF-AP-3860,"Cuisinart Coffee Grinder, Black",25.36,21.82,2
OFF-AP-3861,"Cuisinart Coffee Grinder, Red",25.74,19.32,2
OFF-AP-3862,"Cuisinart Coffee Grinder, Silver",26.24,13.40,2
OFF-AP-3863,"Cuisinart Coffee Grinder, White",24.50,13.98,2
OFF-AP-3864,"Cuisinart Microwave, Black",185.26,151.92,2
OFF-AP-3865,"Cuisinart Microwave, Red",278.46,203.28,2
OFF-AP-3866,"Cuisinart Microwave, Silver",186.14,145.20,2
OFF-AP-3867,"Cuisinart Microwave, White",184.40,127.24,2
OFF-AP-3868,"Cuisinart Refrigerator, Black",330.34,260.98,2
OFF-AP-3869,"Cuisinart Refrigerator, Red",330.72,188.52,2
OFF-AP-3870,"Cuisinart Refrigerator, Silver",331.22,225.24,2
OFF-AP-3871,"Cuisinart Refrigerator, White",494.22,380.55,2
OFF-AP-3872,"Cuisinart Stove, Black",358.48,297.54,2
OFF-AP-3873,"Cuisinart Stove, Red",358.86,265.56,2
OFF-AP-3874,"Cuisinart Stove, Silver",359.36,208.44,2
OFF-AP-3875,"Cuisinart Stove, White",357.62,275.38,2
OFF-AP-3876,"Cuisinart Toaster, Black",35.26,34.92,2
OFF-AP-3877,"Cuisinart Toaster, Red",35.64,33.16,2
OFF-AP-3878,"Cuisinart Toaster, Silver",36.14,26.76,2
OFF-AP-3879,"Cuisinart Toaster, White",34.40,17.56,2
OFF-AP-3967,Disposable Triple-Filter Dust Bags,4.37,3.23,2
OFF-AP-4215,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,4.05,3.05,2
OFF-AP-4216,"Eureka Hand Vacuum, Bagless",49.43,35.59,2
OFF-AP-4218,Eureka Sanitaire  Commercial Upright,165.70,122.63,2
OFF-AP-4219,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",4.37,3.23,2
OFF-AP-4220,Eureka The Boss Cordless Rechargeable Stick Vac,50.98,37.22,2
OFF-AP-4221,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",80.16,57.72,2
OFF-AP-4222,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",104.65,76.40,2
OFF-AP-4223,Euro Pro Shark Stick Mini Vacuum,60.98,45.12,2
OFF-AP-4224,Euro-Pro Shark Turbo Vacuum,30.98,22.93,2
OFF-AP-4239,Fellowes 8 Outlet Superior Workstation Surge Protector,41.71,29.61,2
OFF-AP-4240,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,24.88,2
OFF-AP-4241,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,27.76,20.27,2
OFF-AP-4242,Fellowes Advanced Computer Series Surge Protectors,26.49,19.08,2
OFF-AP-4247,Fellowes Basic Home/Office Series Surge Protectors,12.98,9.22,2
OFF-AP-4254,Fellowes Command Center 5-outlet power strip,67.84,49.52,2
OFF-AP-4270,Fellowes Mighty 8 Compact Surge Protector,20.27,14.59,2
OFF-AP-4279,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",48.92,36.20,2
OFF-AP-4286,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",60.22,43.36,2
OFF-AP-4292,Fellowes Superior 10 Outlet Split Surge Protector,38.06,27.03,2
OFF-AP-4490,"Hamilton Beach Blender, Black",46.98,37.12,2
OFF-AP-4491,"Hamilton Beach Blender, Silver",47.36,47.36,2
OFF-AP-4492,"Hamilton Beach Blender, White",47.86,41.64,2
OFF-AP-4493,"Hamilton Beach Coffee Grinder, Black",28.06,27.50,2
OFF-AP-4494,"Hamilton Beach Coffee Grinder, Red",28.44,16.78,2
OFF-AP-4495,"Hamilton Beach Coffee Grinder, Silver",28.94,16.50,2
OFF-AP-4496,"Hamilton Beach Coffee Grinder, White",27.20,25.30,2
OFF-AP-4497,"Hamilton Beach Microwave, Black",187.96,178.58,2
OFF-AP-4498,"Hamilton Beach Microwave, Red",188.34,133.74,2
OFF-AP-4499,"Hamilton Beach Microwave, Silver",188.84,145.42,2
OFF-AP-4500,"Hamilton Beach Microwave, White",187.10,153.44,2
OFF-AP-4501,"Hamilton Beach Refrigerator, Black",333.04,273.10,2
OFF-AP-4502,"Hamilton Beach Refrigerator, Red",333.42,266.74,2
OFF-AP-4503,"Hamilton Beach Refrigerator, Silver",333.92,190.34,2
OFF-AP-4504,"Hamilton Beach Refrigerator, White",332.18,249.14,2
OFF-AP-4505,"Hamilton Beach Stove, Black",361.18,335.90,2
OFF-AP-4506,"Hamilton Beach Stove, Red",361.56,318.18,2
OFF-AP-4507,"Hamilton Beach Stove, Silver",362.06,351.20,2
OFF-AP-4508,"Hamilton Beach Stove, White",360.32,324.30,2
OFF-AP-4509,"Hamilton Beach Toaster, Black",37.96,36.84,2
OFF-AP-4510,"Hamilton Beach Toaster, Red",38.34,35.66,2
OFF-AP-4511,"Hamilton Beach Toaster, Silver",38.84,35.36,2
OFF-AP-4512,"Hamilton Beach Toaster, White",37.10,26.72,2
OFF-AP-4565,Harmony Air Purifier,189.00,120.96,2
OFF-AP-4566,Harmony HEPA Quiet Air Purifiers,11.70,7.60,2
OFF-AP-4603,Holmes 99% HEPA Air Purifier,21.66,14.51,2
OFF-AP-4604,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.90,10.95,2
OFF-AP-4605,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,225.04,128.27,2
OFF-AP-4606,Holmes HEPA Air Purifier,21.78,14.16,2
OFF-AP-4607,Holmes Odor Grabber,14.42,9.66,2
OFF-AP-4608,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",14.81,8.59,2
OFF-AP-4609,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",11.33,6.46,2
OFF-AP-4610,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,38.53,2
OFF-AP-4611,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",11.30,7.47,2
OFF-AP-4714,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,76.72,52.94,2
OFF-AP-4715,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,275.37,167.98,2
OFF-AP-4716,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,300.65,201.44,2
OFF-AP-4717,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,123.38,75.26,2
OFF-AP-4718,Honeywell Quietcare HEPA Air Cleaner,78.65,52.70,2
OFF-AP-4719,"Hoover Blender, Black",63.54,42.58,2
OFF-AP-4720,"Hoover Blender, Silver",64.78,52.48,2
OFF-AP-4721,"Hoover Blender, White",65.28,48.32,2
OFF-AP-4722,"Hoover Coffee Grinder, Black",45.48,31.40,2
OFF-AP-4723,"Hoover Coffee Grinder, Red",45.86,36.70,2
OFF-AP-4724,"Hoover Coffee Grinder, Silver",46.36,24.12,2
OFF-AP-4725,"Hoover Coffee Grinder, White",44.62,25.44,2
OFF-AP-4726,Hoover Commercial Lightweight Upright Vacuum,3.48,2.58,2
OFF-AP-4727,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,232.58,172.11,2
OFF-AP-4728,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77,5.67,2
OFF-AP-4729,Hoover Commercial SteamVac,13.58,9.51,2
OFF-AP-4730,"Hoover Microwave, Black",205.38,139.66,2
OFF-AP-4731,"Hoover Microwave, Red",205.76,152.28,2
OFF-AP-4732,"Hoover Microwave, Silver",206.26,144.40,2
OFF-AP-4733,"Hoover Microwave, White",204.52,202.48,2
OFF-AP-4734,Hoover Portapower Portable Vacuum,4.48,3.36,2
OFF-AP-4735,"Hoover Refrigerator, Black",350.46,318.92,2
OFF-AP-4736,"Hoover Refrigerator, Red",350.84,238.58,2
OFF-AP-4737,"Hoover Refrigerator, Silver",351.34,274.06,2
OFF-AP-4738,"Hoover Refrigerator, White",349.60,297.16,2
OFF-AP-4739,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,2.22,1.56,2
OFF-AP-4740,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.95,2.93,2
OFF-AP-4741,Hoover Shoulder Vac Commercial Portable Vacuum,357.82,268.37,2
OFF-AP-4742,"Hoover Stove, Black",378.60,253.68,2
OFF-AP-4743,"Hoover Stove, Red",378.98,219.82,2
OFF-AP-4744,"Hoover Stove, Silver",379.48,375.70,2
OFF-AP-4745,"Hoover Stove, White",377.74,200.22,2
OFF-AP-4746,"Hoover Toaster, Black",83.07,45.69,2
OFF-AP-4747,"Hoover Toaster, Red",55.76,52.42,2
OFF-AP-4748,"Hoover Toaster, Silver",56.26,30.40,2
OFF-AP-4749,"Hoover Toaster, White",54.52,47.44,2
OFF-AP-4750,Hoover Upright Vacuum With Dirt Cup,289.53,205.57,2
OFF-AP-4751,Hoover WindTunnel Plus Canister Vacuum,363.25,261.54,2
OFF-AP-4928,Kensington 4 Outlet MasterPiece Compact Power Control Center,81.32,58.55,2
OFF-AP-4929,Kensington 6 Outlet Guardian Standard Surge Protector,20.48,14.95,2
OFF-AP-4930,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,90.24,64.07,2
OFF-AP-4931,Kensington 6 Outlet SmartSocket Surge Protector,40.98,30.73,2
OFF-AP-4932,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,131.13,91.79,2
OFF-AP-4933,Kensington 7 Outlet MasterPiece Power Center,177.98,126.37,2
OFF-AP-4934,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,145.24,2
OFF-AP-4949,"KitchenAid Blender, Black",64.66,42.04,2
OFF-AP-4950,"KitchenAid Blender, Silver",65.90,48.12,2
OFF-AP-4951,"KitchenAid Blender, White",66.40,61.76,2
OFF-AP-4952,"KitchenAid Coffee Grinder, Black",46.60,35.90,2
OFF-AP-4953,"KitchenAid Coffee Grinder, Red",46.98,37.60,2
OFF-AP-4954,"KitchenAid Coffee Grinder, Silver",47.48,45.60,2
OFF-AP-4955,"KitchenAid Coffee Grinder, White",45.74,24.26,2
OFF-AP-4956,"KitchenAid Microwave, Black",206.50,138.36,2
OFF-AP-4957,"KitchenAid Microwave, Red",206.88,161.38,2
OFF-AP-4958,"KitchenAid Microwave, Silver",207.38,107.84,2
OFF-AP-4959,"KitchenAid Microwave, White",308.46,206.67,2
OFF-AP-4960,"KitchenAid Refrigerator, Black",351.58,270.72,2
OFF-AP-4961,"KitchenAid Refrigerator, Red",351.96,316.78,2
OFF-AP-4962,"KitchenAid Refrigerator, Silver",352.46,257.30,2
OFF-AP-4963,"KitchenAid Refrigerator, White",350.72,350.72,2
OFF-AP-4964,"KitchenAid Stove, Black",379.72,254.42,2
OFF-AP-4965,"KitchenAid Stove, Red",380.10,281.28,2
OFF-AP-4966,"KitchenAid Stove, Silver",380.60,369.20,2
OFF-AP-4967,"KitchenAid Stove, White",568.29,431.91,2
OFF-AP-4968,"KitchenAid Toaster, Black",56.50,36.16,2
OFF-AP-4969,"KitchenAid Toaster, Red",56.88,32.44,2
OFF-AP-4970,"KitchenAid Toaster, Silver",57.38,39.60,2
OFF-AP-4971,"KitchenAid Toaster, White",55.64,32.28,2
OFF-AP-5935,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",3.25,2.34,2
OFF-AP-5937,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,279.81,207.06,2
OFF-AP-5938,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",328.14,236.26,2
OFF-AP-6318,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,60.97,43.29,2
OFF-AP-6319,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,52.52,2
OFF-AP-6320,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,50.97,36.70,2
OFF-AR-2857,12 Colored Short Pencils,2.60,1.90,3
OFF-AR-2873,4009 Highlighters,1.34,0.89,3
OFF-AR-2874,4009 Highlighters by Sanford,3.98,2.67,3
OFF-AR-2875,50 Colored Long Pencils,10.16,7.52,3
OFF-AR-3087,American Pencil,2.33,1.66,3
OFF-AR-3276,Avery Fluorescent Highlighter Four-Color Set,3.34,2.34,3
OFF-AR-3282,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1.95,1.19,3
OFF-AR-3283,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",8.14,4.88,3
OFF-AR-3284,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,2.13,3
OFF-AR-3285,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",3.26,1.83,3
OFF-AR-3286,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.85,2.27,3
OFF-AR-3287,Avery Hi-Liter Smear-Safe Highlighters,5.84,3.74,3
OFF-AR-3334,Barrel Sharpener,3.57,2.64,3
OFF-AR-3408,Berol Giant Pencil Sharpener,16.99,12.06,3
OFF-AR-3443,BIC Brite Liner Grip Highlighters,1.64,0.90,3
OFF-AR-3444,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",4.24,2.58,3
OFF-AR-3445,BIC Brite Liner Highlighters,4.14,2.40,3
OFF-AR-3446,"BIC Brite Liner Highlighters, Chisel Tip",6.48,4.41,3
OFF-AR-3447,"BIC Canvas, Blue",35.80,29.72,3
OFF-AR-3448,"BIC Canvas, Easy-Erase",35.98,33.48,3
OFF-AR-3449,"BIC Canvas, Fluorescent",36.64,20.90,3
OFF-AR-3450,"BIC Canvas, Water Color",37.92,33.00,3
OFF-AR-3451,"BIC Highlighters, Blue",12.62,7.46,3
OFF-AR-3452,"BIC Highlighters, Easy-Erase",12.80,9.36,3
OFF-AR-3453,"BIC Highlighters, Fluorescent",13.46,12.40,3
OFF-AR-3454,"BIC Highlighters, Water Color",14.74,12.54,3
OFF-AR-3455,BIC Liqua Brite Liner,6.94,4.44,3
OFF-AR-3456,"BIC Markers, Blue",17.62,10.76,3
OFF-AR-3457,"BIC Markers, Easy-Erase",17.80,11.22,3
OFF-AR-3458,"BIC Markers, Fluorescent",18.46,17.00,3
OFF-AR-3459,"BIC Markers, Water Color",19.74,10.28,3
OFF-AR-3460,"BIC Pencil Sharpener, Blue",19.34,10.26,3
OFF-AR-3461,"BIC Pencil Sharpener, Easy-Erase",19.52,13.86,3
OFF-AR-3462,"BIC Pencil Sharpener, Fluorescent",20.18,18.98,3
OFF-AR-3463,"BIC Pencil Sharpener, Water Color",21.46,13.32,3
OFF-AR-3464,"BIC Pens, Blue",9.52,9.44,3
OFF-AR-3465,"BIC Pens, Easy-Erase",9.70,9.42,3
OFF-AR-3466,"BIC Pens, Fluorescent",10.36,8.30,3
OFF-AR-3467,"BIC Pens, Water Color",11.64,9.20,3
OFF-AR-3468,"BIC Sketch Pad, Blue",32.44,26.28,3
OFF-AR-3469,"BIC Sketch Pad, Easy-Erase",32.62,21.54,3
OFF-AR-3470,"BIC Sketch Pad, Fluorescent",33.28,20.64,3
OFF-AR-3471,"BIC Sketch Pad, Water Color",34.56,33.18,3
OFF-AR-3475,"Binney & Smith Canvas, Blue",34.24,25.68,3
OFF-AR-3476,"Binney & Smith Canvas, Easy-Erase",34.42,21.00,3
OFF-AR-3477,"Binney & Smith Canvas, Fluorescent",35.08,22.46,3
OFF-AR-3478,"Binney & Smith Canvas, Water Color",36.36,33.46,3
OFF-AR-3479,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",4.63,3.11,3
OFF-AR-3480,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",3.38,1.89,3
OFF-AR-3481,"Binney & Smith Highlighters, Blue",11.06,9.08,3
OFF-AR-3482,"Binney & Smith Highlighters, Easy-Erase",11.24,8.22,3
OFF-AR-3483,"Binney & Smith Highlighters, Fluorescent",11.90,9.64,3
OFF-AR-3484,"Binney & Smith Highlighters, Water Color",13.18,11.88,3
OFF-AR-3485,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",2.15,1.44,3
OFF-AR-3486,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",2.52,1.49,3
OFF-AR-3487,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",2.28,1.28,3
OFF-AR-3488,"Binney & Smith Markers, Blue",16.06,8.20,3
OFF-AR-3489,"Binney & Smith Markers, Easy-Erase",16.24,8.46,3
OFF-AR-3490,"Binney & Smith Markers, Fluorescent",16.90,15.72,3
OFF-AR-3491,"Binney & Smith Markers, Water Color",18.18,11.46,3
OFF-AR-3492,"Binney & Smith Pencil Sharpener, Easy-Erase",18.62,10.06,3
OFF-AR-3493,"Binney & Smith Pencil Sharpener, Fluorescent",17.78,13.88,3
OFF-AR-3494,"Binney & Smith Pencil Sharpener, Water Color",19.90,16.92,3
OFF-AR-3495,"Binney & Smith Pens, Blue",7.96,7.50,3
OFF-AR-3496,"Binney & Smith Pens, Easy-Erase",8.14,4.40,3
OFF-AR-3497,"Binney & Smith Pens, Fluorescent",8.80,7.76,3
OFF-AR-3498,"Binney & Smith Pens, Water Color",10.08,6.16,3
OFF-AR-3499,"Binney & Smith Sketch Pad, Blue",30.88,22.56,3
OFF-AR-3500,"Binney & Smith Sketch Pad, Easy-Erase",31.06,15.54,3
OFF-AR-3501,"Binney & Smith Sketch Pad, Fluorescent",31.72,23.80,3
OFF-AR-3502,"Binney & Smith Sketch Pad, Water Color",33.00,32.68,3
OFF-AR-3510,Blackstonian Pencils,2.67,1.92,3
OFF-AR-3515,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,43.98,32.11,3
OFF-AR-3516,Boston 16701 Slimline Battery Pencil Sharpener,15.94,11.16,3
OFF-AR-3517,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,6.13,3
OFF-AR-3518,Boston 16765 Mini Stand Up Battery Pencil Sharpener,11.66,8.63,3
OFF-AR-3519,Boston 16801 Nautilus Battery Pencil Sharpener,22.01,16.29,3
OFF-AR-3520,Boston 1730 StandUp Electric Pencil Sharpener,21.38,15.82,3
OFF-AR-3521,Boston 1799 Powerhouse Electric Pencil Sharpener,25.98,18.71,3
OFF-AR-3522,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83,13.88,3
OFF-AR-3523,Boston 1900 Electric Pencil Sharpener,14.98,10.49,3
OFF-AR-3524,Boston 19500 Mighty Mite Electric Pencil Sharpener,20.15,14.71,3
OFF-AR-3525,"Boston Canvas, Blue",53.64,40.23,3
OFF-AR-3526,"Boston Canvas, Easy-Erase",35.94,18.70,3
OFF-AR-3527,"Boston Canvas, Fluorescent",36.60,23.80,3
OFF-AR-3528,"Boston Canvas, Water Color",37.88,20.84,3
OFF-AR-3529,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",28.15,20.27,3
OFF-AR-3530,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,48.20,34.22,3
OFF-AR-3531,"Boston Highlighters, Blue",12.58,10.82,3
OFF-AR-3532,"Boston Highlighters, Easy-Erase",12.76,8.04,3
OFF-AR-3533,"Boston Highlighters, Fluorescent",13.42,10.74,3
OFF-AR-3534,"Boston Highlighters, Water Color",14.70,10.74,3
OFF-AR-3535,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,17.50,3
OFF-AR-3536,Boston KS Multi-Size Manual Pencil Sharpener,22.99,16.55,3
OFF-AR-3537,"Boston Markers, Blue",17.58,13.02,3
OFF-AR-3538,"Boston Markers, Easy-Erase",17.76,15.28,3
OFF-AR-3539,"Boston Markers, Fluorescent",18.42,11.98,3
OFF-AR-3540,"Boston Markers, Water Color",19.70,12.82,3
OFF-AR-3541,"Boston Model 1800 Electric Pencil Sharpener, Gray",28.15,19.71,3
OFF-AR-3542,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",17.98,12.77,3
OFF-AR-3543,"Boston Pencil Sharpener, Easy-Erase",20.14,19.74,3
OFF-AR-3544,"Boston Pencil Sharpener, Fluorescent",19.30,15.64,3
OFF-AR-3545,"Boston Pencil Sharpener, Water Color",19.48,11.90,3
OFF-AR-3546,"Boston Pens, Blue",9.48,6.46,3
OFF-AR-3547,"Boston Pens, Easy-Erase",9.66,9.38,3
OFF-AR-3548,"Boston Pens, Fluorescent",10.32,6.40,3
OFF-AR-3549,"Boston Pens, Water Color",11.60,11.26,3
OFF-AR-3550,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,18.45,3
OFF-AR-3551,"Boston School Pro Electric Pencil Sharpener, 1670",30.98,22.62,3
OFF-AR-3552,"Boston Sketch Pad, Blue",32.40,18.80,3
OFF-AR-3553,"Boston Sketch Pad, Easy-Erase",32.58,29.00,3
OFF-AR-3554,"Boston Sketch Pad, Fluorescent",33.24,19.96,3
OFF-AR-3555,"Boston Sketch Pad, Water Color",34.52,32.46,3
OFF-AR-3613,Bulldog Table or Wall-Mount Pencil Sharpener,5.99,4.25,3
OFF-AR-3614,Bulldog Vacuum Base Pencil Sharpener,11.99,8.75,3
OFF-AR-3832,Col-Erase Pencils with Erasers,6.08,4.32,3
OFF-AR-3837,Colorific Watercolor Pencils,5.16,3.66,3
OFF-AR-3852,"Crayola Anti Dust Chalk, 12/Pack",1.82,1.00,3
OFF-AR-3853,Crayola Colored Pencils,3.28,2.19,3
OFF-AR-3960,Deluxe Chalkboard Eraser Cleaner,11.55,6.24,3
OFF-AR-3963,Design Ebony Sketching Pencil,1.39,1.03,3
OFF-AR-3968,"Dixon My First Ticonderoga Pencil, #2",5.85,4.15,3
OFF-AR-3969,DIXON Oriole Pencils,2.58,1.91,3
OFF-AR-3970,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,2.51,3
OFF-AR-3971,Dixon Ticonderoga Core-Lock Colored Pencils,9.11,6.10,3
OFF-AR-3972,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",36.55,20.47,3
OFF-AR-3973,DIXON Ticonderoga Erasable Checking Pencils,5.58,3.41,3
OFF-AR-3974,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",5.98,3.95,3
OFF-AR-3975,"Dixon Ticonderoga Maple Cedar Pencil, #2",3.07,2.30,3
OFF-AR-3976,Dixon Ticonderoga Pencils,2.98,2.18,3
OFF-AR-4010,"Eberhard Faber 3 1/2"" Golf Pencils",7.44,5.58,3
OFF-AR-4011,Economy #2 Pencils,2.66,1.97,3
OFF-AR-4099,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",3.34,2.31,3
OFF-AR-4237,Faber Castell Col-Erase Pencils,4.89,2.89,3
OFF-AR-4332,Fluorescent Highlighters by Dixon,3.98,2.63,3
OFF-AR-4795,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",173.91,125.22,3
OFF-AR-4796,Hunt Boston Vacuum Mount KS Pencil Sharpener,34.99,25.89,3
OFF-AR-4797,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",11.66,8.51,3
OFF-AR-4798,"Hunt PowerHouse Electric Pencil Sharpener, Blue",37.98,26.59,3
OFF-AR-5156,Lumber Crayons,9.85,6.11,3
OFF-AR-5166,Manco Dry-Lighter Erasable Highlighter,3.04,2.01,3
OFF-AR-5243,Model L Table or Wall-Mount Pencil Sharpener,17.99,12.95,3
OFF-AR-5283,Newell 307,1.82,1.31,3
OFF-AR-5284,Newell 308,1.68,1.26,3
OFF-AR-5285,Newell 309,11.55,8.08,3
OFF-AR-5286,Newell 31,4.13,2.97,3
OFF-AR-5287,Newell 310,1.76,1.25,3
OFF-AR-5288,Newell 311,2.21,1.61,3
OFF-AR-5289,Newell 312,5.84,4.09,3
OFF-AR-5290,Newell 313,3.28,2.39,3
OFF-AR-5291,Newell 314,5.58,4.19,3
OFF-AR-5292,Newell 315,5.98,4.48,3
OFF-AR-5293,Newell 316,4.89,3.52,3
OFF-AR-5294,Newell 317,2.94,2.09,3
OFF-AR-5295,Newell 318,2.78,2.06,3
OFF-AR-5296,Newell 319,19.84,13.89,3
OFF-AR-5297,Newell 32,2.88,2.07,3
OFF-AR-5298,Newell 320,4.28,3.13,3
OFF-AR-5299,Newell 321,3.28,2.33,3
OFF-AR-5300,Newell 322,1.82,1.33,3
OFF-AR-5301,Newell 323,1.68,1.24,3
OFF-AR-5302,Newell 324,11.55,8.32,3
OFF-AR-5303,Newell 325,4.13,2.89,3
OFF-AR-5304,Newell 326,1.76,1.25,3
OFF-AR-5305,Newell 327,2.21,1.61,3
OFF-AR-5306,Newell 328,5.84,4.32,3
OFF-AR-5307,Newell 329,3.28,2.43,3
OFF-AR-5308,Newell 33,5.58,3.96,3
OFF-AR-5309,Newell 330,5.98,4.43,3
OFF-AR-5310,Newell 331,4.89,3.57,3
OFF-AR-5311,Newell 332,2.94,2.15,3
OFF-AR-5312,Newell 333,2.78,2.06,3
OFF-AR-5313,Newell 334,19.84,14.68,3
OFF-AR-5314,Newell 335,2.88,2.05,3
OFF-AR-5315,Newell 336,4.28,3.04,3
OFF-AR-5316,Newell 337,3.28,2.33,3
OFF-AR-5317,Newell 338,2.94,2.15,3
OFF-AR-5318,Newell 339,2.78,2.06,3
OFF-AR-5319,Newell 34,19.84,14.68,3
OFF-AR-5320,Newell 340,2.88,2.05,3
OFF-AR-5321,Newell 341,4.28,3.04,3
OFF-AR-5322,Newell 342,3.28,2.33,3
OFF-AR-5323,Newell 343,2.94,2.15,3
OFF-AR-5324,Newell 344,2.78,2.06,3
OFF-AR-5325,Newell 345,19.84,14.68,3
OFF-AR-5326,Newell 346,2.88,2.04,3
OFF-AR-5327,Newell 347,4.28,3.04,3
OFF-AR-5328,Newell 348,3.28,2.33,3
OFF-AR-5329,Newell 349,3.28,2.33,3
OFF-AR-5330,Newell 35,3.28,2.33,3
OFF-AR-5331,Newell 350,3.28,2.33,3
OFF-AR-5332,Newell 351,3.28,2.33,3
OFF-AR-5334,Newell Chalk Holder,4.13,2.23,3
OFF-AR-5361,Nontoxic Chalk,1.76,0.92,3
OFF-AR-5458,"OIC #2 Pencils, Medium Soft",1.88,1.34,3
OFF-AR-5550,Panasonic KP-150 Electric Pencil Sharpener,37.74,27.93,3
OFF-AR-5551,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,21.98,15.39,3
OFF-AR-5552,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,24.55,3
OFF-AR-5553,Panasonic KP-380BK Classic Electric Pencil Sharpener,35.98,26.98,3
OFF-AR-5554,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,14.64,10.39,3
OFF-AR-5585,Peel-Off China Markers,9.93,5.76,3
OFF-AR-5586,Pencil and Crayon Sharpener,2.19,1.60,3
OFF-AR-5631,Prang Colored Pencils,2.94,1.62,3
OFF-AR-5632,Prang Drawing Pencil Set,2.78,1.67,3
OFF-AR-5633,Prang Dustless Chalk Sticks,1.68,0.84,3
