Row ID,Order ID,Ship Date,Ship Mode,Product ID,Quantity,Discount,Shipping Cost
11973,ES-2015-MH1745545-42144,42145,First Class,TEC-CO-4582,3,0.15,47.29
11974,ES-2014-JK1612045-41983,41987,Standard Class,OFF-AR-5922,2,0,3.82
11975,ES-2015-DH13675139-42182,42183,First Class,FUR-BO-5763,3,0,277.29
11976,ES-2014-MS1798045-41944,41948,Standard Class,OFF-EN-4451,3,0,4.18
11977,ES-2012-AS1024045-41221,41224,Second Class,FUR-CH-4523,3,0.1,10.81
11978,ES-2012-AS1024045-41221,41224,Second Class,TEC-PH-3150,6,0.15,3.54
11979,ES-2012-AS1024045-41221,41224,Second Class,OFF-FA-6202,4,0,2.26
11980,ES-2012-LW1721564-41181,41183,First Class,OFF-BI-3723,5,0,12.7
11981,ES-2012-MS1783048-41178,41182,Standard Class,OFF-ST-6060,3,0.2,4.6
11982,ES-2012-MS1783048-41178,41182,Standard Class,OFF-AR-3449,9,0.1,39.52
11983,ES-2012-MS1783048-41178,41182,Standard Class,OFF-BI-2883,5,0.1,10.82
11984,IT-2013-NP1870091-41493,41496,Second Class,OFF-SU-4327,2,0.5,3.22
11985,ES-2015-AM1036045-42217,42222,Standard Class,OFF-AR-3548,3,0,4.22
11986,IT-2014-AB10600104-41695,41699,Standard Class,FUR-BO-5761,6,0.5,81.82
11987,IT-2014-AB10600104-41695,41699,Standard Class,TEC-PH-3800,10,0.5,46.27
11988,IT-2014-AB10600104-41695,41699,Standard Class,FUR-FU-5725,7,0.5,8.59
11989,IT-2014-AM10705125-41892,41897,Second Class,OFF-EN-4443,7,0,32.58
11990,IT-2014-AM10705125-41892,41897,Second Class,TEC-MA-5575,5,0,35.9
11991,IT-2014-AM10705125-41892,41897,Second Class,FUR-CH-4530,5,0,301.73
11992,IT-2014-AM10705125-41892,41897,Second Class,OFF-ST-6031,3,0,50.2
11993,IT-2014-AM10705125-41892,41897,Second Class,TEC-PH-3132,4,0,20.3
11994,IT-2014-AH10120139-41909,41914,Standard Class,FUR-CH-5436,9,0.1,57.86
11995,IT-2014-AH10120139-41909,41914,Standard Class,OFF-ST-4264,2,0.1,3.04
11996,IT-2014-AH10120139-41909,41914,Standard Class,OFF-PA-4176,2,0.1,4.56
11997,ES-2012-RP1985548-40920,40927,Standard Class,TEC-MA-4207,2,0,28.92
11998,ES-2012-RP1985548-40920,40927,Standard Class,OFF-BI-4828,2,0,2.08
11999,ES-2012-RP1985548-40920,40927,Standard Class,FUR-BO-4867,5,0.1,35.98
12000,ES-2012-RP1985548-40920,40927,Standard Class,OFF-AR-3475,5,0,7.28
12001,ES-2015-MC1784548-42234,42236,Second Class,OFF-ST-4107,2,0.1,10.99
12002,ES-2015-MC1784548-42234,42236,Second Class,OFF-AR-3545,5,0,8.99
12003,IT-2015-TS21085120-42328,42332,Standard Class,OFF-ST-4063,3,0.1,4.47
12004,ES-2014-EB1387048-41907,41911,Standard Class,OFF-EN-5032,2,0.1,4.29
12005,ES-2014-EB1387048-41907,41911,Standard Class,OFF-ST-4107,5,0.2,14.59
12006,ES-2013-CC12370120-41445,41450,Standard Class,OFF-AR-6112,6,0,7.76
12007,ES-2013-AS1009064-41587,41590,First Class,OFF-FA-2960,5,0,3.02
12008,ES-2015-BG1174045-42363,42363,Same Day,TEC-AC-4157,2,0,26.3
12009,ES-2015-BG1174045-42363,42363,Same Day,TEC-PH-3134,1,0.15,6.76
12010,ES-2013-PP1895545-41313,41317,Standard Class,TEC-MA-4194,2,0.15,29.6
12011,ES-2013-PP1895545-41313,41317,Standard Class,OFF-ST-4296,11,0.1,31.34
12012,ES-2013-PP1895545-41313,41317,Standard Class,TEC-CO-3679,3,0.15,97.68
12013,ES-2013-PP1895545-41313,41317,Standard Class,OFF-AR-5917,1,0,1.33
12014,ES-2013-PP1895545-41313,41317,Standard Class,OFF-ST-6272,5,0.1,31.18
12015,ES-2013-PP1895545-41313,41317,Standard Class,OFF-LA-4528,3,0,4.99
12016,ES-2013-RW1954045-41328,41334,Standard Class,TEC-PH-3816,3,0.15,23.37
12017,ES-2014-MO1795048-41712,41716,Standard Class,OFF-LA-3261,3,0,3.3
12018,ES-2014-MO1795048-41712,41716,Standard Class,OFF-FA-6203,1,0,1.97
12019,ES-2014-JC15385139-41960,41967,Standard Class,TEC-PH-5354,4,0.1,141.54
12020,IT-2013-PF19225125-41500,41504,Standard Class,OFF-BI-6384,5,0,36.65
12021,IT-2013-PF19225125-41500,41504,Standard Class,OFF-AR-5921,7,0,20.39
12022,IT-2013-PF19225125-41500,41504,Standard Class,TEC-PH-3786,2,0,51.79
12023,IT-2013-PF19225125-41500,41504,Standard Class,OFF-SU-6179,1,0,6.37
12024,ES-2013-MF1766545-41583,41584,First Class,FUR-CH-4697,2,0.1,4.54
12025,ES-2014-PF1916548-41874,41878,Standard Class,OFF-FA-6185,5,0,18.52
12026,ES-2014-PF1916548-41874,41878,Standard Class,OFF-AR-3454,2,0,3.76
12027,ES-2014-PF1916548-41874,41878,Standard Class,FUR-TA-3435,3,0.35,76.35
12028,ES-2015-MP1796564-42245,42252,Standard Class,OFF-AR-3554,5,0,34.62
12029,ES-2015-AH1003045-42220,42223,First Class,OFF-LA-6044,1,0,2.92
12030,ES-2015-HA1490564-42264,42266,First Class,TEC-AC-4166,7,0,136.93
12031,IT-2015-DM1301545-42172,42174,Second Class,OFF-ST-6041,7,0.1,8.06
12032,ES-2013-TG2164014-41591,41595,Standard Class,OFF-AP-3867,9,0,335.95
12033,ES-2015-CR1282045-42300,42306,Standard Class,OFF-EN-5031,6,0,17.02
12034,ES-2015-KS16300120-42024,42026,Second Class,OFF-AR-3463,6,0,35.65
12035,ES-2014-NF183858-41970,41972,First Class,FUR-BO-4849,7,0,541.59
12036,ES-2015-LA167808-42067,42071,Standard Class,TEC-CO-4568,4,0,169.2
12037,ES-2015-LA167808-42067,42071,Standard Class,TEC-PH-5270,2,0,24.66
12038,IT-2014-GT1475591-41663,41667,Standard Class,TEC-PH-5248,3,0.5,33.73
12039,IT-2014-RF1984091-41718,41723,Standard Class,OFF-LA-5376,3,0.5,1.33
12040,ES-2012-TB2125045-41145,41149,Standard Class,FUR-BO-3896,4,0.1,50.05
12041,ES-2014-XP2186548-41888,41890,Second Class,OFF-AR-3538,3,0,1.33
12042,ES-2014-XP2186548-41888,41890,Second Class,OFF-BI-3294,3,0,1.93
12043,ES-2013-JD1579048-41628,41628,Same Day,OFF-AR-5905,3,0,29.97
12044,ES-2012-JA15970139-41080,41086,Standard Class,OFF-BI-3246,3,0,2.42
12045,ES-2012-JA15970139-41080,41086,Standard Class,TEC-AC-5122,4,0,27.05
12046,ES-2014-KE1642045-41943,41947,Standard Class,OFF-LA-3314,2,0,1.28
12047,IT-2013-KB16240139-41395,41398,First Class,OFF-AR-3548,2,0.5,2.77
12048,ES-2014-DJ1363048-41872,41878,Standard Class,OFF-AR-5933,7,0,25.3
12049,ES-2015-EH13945139-42179,42182,First Class,TEC-PH-5336,4,0.1,73.18
12050,ES-2012-BP11155139-41130,41137,Standard Class,OFF-AR-5917,5,0.1,5.88
12051,ES-2012-BP11155139-41130,41137,Standard Class,TEC-PH-3805,9,0.1,454.81
12052,ES-2013-JF1519048-41496,41498,First Class,OFF-AR-5919,3,0,8.19
12053,IT-2015-LF1718545-42246,42248,First Class,FUR-TA-5054,6,0.35,35.13
12054,IT-2015-LF1718545-42246,42248,First Class,OFF-AR-3496,4,0,13.12
12055,ES-2015-TR21325139-42042,42046,Standard Class,OFF-FA-3020,4,0,5.53
12056,ES-2015-ES1402045-42343,42348,Standard Class,OFF-EN-4434,2,0,2.76
12057,ES-2015-ES1402045-42343,42348,Standard Class,OFF-PA-3998,5,0,8.26
12058,ES-2015-ES1402045-42343,42348,Standard Class,OFF-ST-4258,2,0.1,8.02
12059,IT-2014-TN2104045-41871,41878,Standard Class,TEC-CO-6010,2,0.65,12.37
12060,IT-2014-TN2104045-41871,41878,Standard Class,OFF-LA-6030,4,0.5,1.98
12061,IT-2014-TN2104045-41871,41878,Standard Class,OFF-PA-3993,3,0.5,2.75
12062,IT-2014-TN2104045-41871,41878,Standard Class,OFF-EN-4433,6,0.5,2.6
12063,ES-2012-DO1343548-41131,41133,First Class,OFF-AR-5911,4,0,17.09
12064,IT-2014-SP20620120-41993,41997,Standard Class,FUR-TA-5060,5,0.6,85.73
12065,ES-2015-AH1021045-42237,42243,Standard Class,OFF-LA-6044,2,0,2.07
12066,ES-2015-AH1021045-42237,42243,Standard Class,OFF-AR-3553,5,0,25.75
12067,ES-2015-AH1021045-42237,42243,Standard Class,OFF-AP-4743,1,0.1,78.8
12068,ES-2014-ST2053048-41656,41658,First Class,OFF-BI-3248,4,0,14.33
12069,ES-2015-PJ1883564-42255,42261,Standard Class,OFF-AP-4743,14,0,778.32
12070,ES-2012-MC1810048-41143,41149,Standard Class,OFF-PA-4479,7,0,25.17
12071,ES-2014-DB1336045-41989,41993,Standard Class,OFF-EN-4903,1,0,1.13
12072,ES-2014-DB1336045-41989,41993,Standard Class,OFF-ST-4285,3,0.1,19.26
12073,ES-2013-LW1712548-41483,41485,First Class,TEC-AC-5099,5,0,37.18
12074,IT-2015-CA1196548-42195,42199,Second Class,TEC-MA-5012,9,0,141.9
12075,IT-2015-CA1196548-42195,42199,Second Class,FUR-BO-5942,9,0.1,268.04
12076,ES-2015-AR1082548-42108,42110,Second Class,FUR-BO-5949,4,0.1,93.38
12077,ES-2015-CD1192045-42367,42369,Second Class,OFF-PA-6601,7,0,41.48
12078,ES-2015-CD1192045-42367,42369,Second Class,OFF-ST-4108,4,0.1,22.87
12079,ES-2015-CD1192045-42367,42369,Second Class,OFF-AP-4733,4,0.1,182.2
12080,ES-2015-CD1192045-42367,42369,Second Class,FUR-TA-5064,5,0.35,310.17
12081,ES-2015-CD1192045-42367,42369,Second Class,TEC-PH-5266,4,0.15,69.83
12082,ES-2015-CD1192045-42367,42369,Second Class,OFF-BI-3726,2,0,5.96
12083,ES-2015-CD1192045-42367,42369,Second Class,FUR-CH-4525,6,0.1,59.42
12084,ES-2015-AI1085548-42187,42192,Standard Class,OFF-AR-5903,1,0,5.14
12085,ES-2015-AI1085548-42187,42192,Standard Class,OFF-AP-3877,3,0.1,15.38
12086,ES-2013-TP21565125-41426,41428,Second Class,OFF-AR-3498,3,0,2.79
12087,ES-2013-PO1886548-41370,41377,Standard Class,OFF-ST-4105,1,0.1,1.89
12088,ES-2015-TZ2158048-42082,42089,Standard Class,OFF-SU-4996,4,0,16.97
12089,ES-2015-TZ2158048-42082,42089,Standard Class,OFF-AR-6122,3,0,2.83
12090,ES-2015-TZ2158048-42082,42089,Standard Class,OFF-AR-3490,2,0,4.15
12091,ES-2015-TZ2158048-42082,42089,Standard Class,OFF-EN-5034,6,0,11.91
12092,ES-2015-PC19000139-42075,42080,Standard Class,OFF-ST-4081,2,0,17.5
12093,ES-2015-PC19000139-42075,42080,Standard Class,OFF-ST-4096,5,0,10.52
12094,ES-2015-PC19000139-42075,42080,Standard Class,FUR-BO-3887,3,0,27.02
12095,ES-2013-CC1255045-41493,41497,Second Class,OFF-EN-3657,5,0,3.71
12096,IT-2015-MM1792091-42278,42283,Standard Class,FUR-BO-5943,1,0.5,5.38
12097,ES-2015-PC1900045-42227,42231,Standard Class,OFF-AR-3467,7,0,12.43
12098,ES-2015-PC1900045-42227,42231,Standard Class,OFF-LA-4694,3,0,2.53
12099,ES-2015-CM119358-42295,42300,Standard Class,TEC-MA-5567,6,0,59.97
12100,ES-2012-TT2146045-41014,41019,Standard Class,TEC-AC-5226,5,0,137.53
12101,ES-2013-DM12955139-41450,41454,Standard Class,OFF-ST-4057,3,0.1,33.37
12102,ES-2015-AA1031545-42356,42361,Standard Class,TEC-PH-5264,3,0.15,53.29
12103,ES-2015-CA1277545-42276,42279,First Class,OFF-ST-4108,8,0.1,65.37
12104,ES-2014-PF1916545-41641,41642,First Class,OFF-BI-4813,3,0,7.27
12105,ES-2014-PF1916545-41641,41642,First Class,OFF-PA-5876,4,0,17.01
12106,ES-2015-ND18460120-42132,42134,Second Class,TEC-MA-5008,3,0.1,128.71
12107,ES-2015-TS2137048-42103,42108,Standard Class,OFF-SU-4979,2,0,3.09
12108,ES-2014-JK16120120-41899,41903,Standard Class,OFF-BI-3251,5,0,3.45
12109,ES-2014-CM11830139-41867,41874,Standard Class,FUR-BO-5778,4,0,68.05
12110,ES-2014-CM11830139-41867,41874,Standard Class,FUR-BO-5954,6,0,123.01
12111,ES-2014-CM11830139-41867,41874,Standard Class,OFF-AR-3494,2,0,6.51
12112,ES-2014-CM11830139-41867,41874,Standard Class,OFF-BI-3713,3,0,11.55
12113,ES-2015-CA1196545-42227,42232,Standard Class,TEC-PH-3149,1,0.15,34.04
12114,ES-2012-GA1451545-41192,41192,Same Day,OFF-LA-6052,5,0,3.08
12115,ES-2012-PO1886545-40978,40982,Standard Class,OFF-AR-3488,3,0,2.91
12116,ES-2013-AR1051064-41441,41445,Standard Class,OFF-SU-6170,4,0,6.28
12117,ES-2013-AR1051064-41441,41445,Standard Class,OFF-SU-2988,4,0,14.73
12118,ES-2013-AR1051064-41441,41445,Standard Class,FUR-BO-3639,7,0,256.7
12119,ES-2013-AR1051064-41441,41445,Standard Class,OFF-EN-4904,3,0,5.54
12120,ES-2013-AR1051064-41441,41445,Standard Class,OFF-ST-4293,4,0.4,20.37
12121,ES-2014-SP2092064-41828,41831,First Class,OFF-AP-4743,7,0,240.17
12122,ES-2014-SP2092064-41828,41831,First Class,FUR-FU-4042,4,0,1.08
12123,ES-2014-LS1697564-41955,41960,Standard Class,OFF-FA-6205,5,0,4.47
12124,ES-2014-LS1697564-41955,41960,Standard Class,OFF-LA-4529,4,0,5.11
12125,ES-2014-LS1697564-41955,41960,Standard Class,TEC-PH-3142,5,0.4,14.67
12126,IT-2015-AG1049545-42229,42233,Standard Class,OFF-BI-4829,3,0.5,1.4
12127,IT-2015-AG1049545-42229,42233,Standard Class,OFF-AR-3499,5,0.5,7.25
12128,IT-2015-AG1049545-42229,42233,Standard Class,TEC-MA-5499,5,0.65,25
12129,IT-2015-AG1049545-42229,42233,Standard Class,OFF-BI-2892,3,0.5,1.65
12130,ES-2014-TP2113045-41975,41982,Standard Class,OFF-AP-3862,2,0.6,5.46
12131,ES-2014-BE11410139-41675,41680,Second Class,TEC-MA-4212,2,0,32.22
12132,ES-2014-BE11410139-41675,41680,Second Class,OFF-EN-4923,3,0,6.8
12133,ES-2014-BE11410139-41675,41680,Second Class,FUR-BO-5763,2,0,99.32
12134,ES-2014-BE11410139-41675,41680,Second Class,FUR-TA-3354,9,0,197.22
12135,ES-2014-EM13810120-41823,41828,Standard Class,OFF-PA-3994,1,0,1.25
12136,ES-2014-EM13810120-41823,41828,Standard Class,OFF-AR-3461,3,0,2.33
12137,ES-2013-CM1181548-41445,41447,First Class,TEC-PH-5355,5,0.5,122.75
12138,IT-2014-PS1897064-41654,41656,First Class,FUR-CH-4629,5,0.6,5.25
12139,ES-2013-AS1004564-41319,41321,Second Class,OFF-BI-4808,2,0,6.41
12140,ES-2015-KN1645045-42269,42274,Second Class,OFF-AP-4731,3,0.1,60.12
12141,ES-2013-CK1276044-41412,41416,Second Class,OFF-ST-6273,1,0,7.4
12142,ES-2012-CR12625120-41129,41133,Standard Class,FUR-FU-3951,4,0,18.11
12143,ES-2012-CR12625120-41129,41133,Standard Class,FUR-FU-3065,2,0,6.87
12144,ES-2012-HH1501048-41096,41101,Standard Class,TEC-MA-5013,8,0,23.69
12145,ES-2012-HH1501048-41096,41101,Standard Class,TEC-PH-3145,4,0,40.62
12146,ES-2015-RE19405139-42241,42243,First Class,OFF-LA-6045,7,0,10.08
12147,ES-2013-JF1529548-41426,41432,Standard Class,OFF-BI-3289,5,0,1.74
12148,ES-2013-JF1529548-41426,41432,Standard Class,OFF-ST-5705,2,0.1,10.56
12149,ES-2013-JF1529548-41426,41432,Standard Class,OFF-SU-3003,5,0,14.84
12150,ES-2014-PR18880139-41787,41791,Second Class,FUR-CH-5437,3,0,27.8
12151,ES-2015-ND18460139-42013,42018,Standard Class,FUR-CH-5370,9,0,32.05
12152,ES-2015-ND18460139-42013,42018,Standard Class,FUR-CH-4630,3,0,17.77
12153,ES-2015-ND18460139-42013,42018,Standard Class,OFF-EN-5027,2,0,1.32
12154,ES-2015-ND18460139-42013,42018,Standard Class,TEC-CO-4570,7,0,45.09
12155,ES-2015-CK12760120-42159,42164,Standard Class,OFF-FA-3055,3,0,1.79
12156,ES-2015-AB1001545-42047,42051,Standard Class,TEC-CO-6009,6,0.15,110.48
12157,ES-2015-AB1001545-42047,42051,Standard Class,OFF-BI-3718,1,0,1.51
12158,IT-2015-TH2110045-42218,42222,Standard Class,FUR-BO-5797,5,0.1,37.55
12159,ES-2014-AJ10945139-41954,41956,Second Class,OFF-AR-3548,3,0,1.88
12160,ES-2014-AJ10945139-41954,41956,Second Class,OFF-PA-4004,2,0,5.32
12161,ES-2013-AB10150139-41537,41539,Second Class,TEC-PH-5355,6,0.1,585.25
12162,ES-2013-AB10150139-41537,41539,Second Class,OFF-BI-4814,3,0.1,3.86
12163,ES-2013-AB10150139-41537,41539,Second Class,OFF-FA-2951,3,0.1,7.4
12164,ES-2013-AB10150139-41537,41539,Second Class,TEC-MA-5007,6,0.1,208.31
12165,ES-2013-AM1036045-41420,41425,Second Class,OFF-AR-3494,7,0,4.19
12166,ES-2013-AM1036045-41420,41425,Second Class,OFF-PA-4181,6,0,11.57
12167,ES-2013-AM1036045-41420,41425,Second Class,OFF-ST-6231,3,0.1,3.4
12168,ES-2014-DG1330096-41811,41815,Standard Class,OFF-AR-3471,1,0,6.97
12169,ES-2012-BW1106548-41125,41128,First Class,TEC-PH-3135,8,0,172.82
12170,ES-2012-BW1106548-41125,41128,First Class,OFF-FA-5483,1,0,1.44
12171,ES-2015-AB1025545-42113,42117,Standard Class,OFF-BI-2897,2,0,2.14
12172,ES-2014-JM1565548-41977,41982,Standard Class,OFF-EN-5042,9,0,6.4
12173,ES-2014-GW14605120-41965,41972,Standard Class,FUR-FU-6258,2,0,4.22
12174,ES-2014-GW14605120-41965,41972,Standard Class,OFF-AR-3459,2,0,7.16
12175,ES-2014-PF1912045-41954,41958,Standard Class,FUR-FU-5741,2,0,4.14
12176,IT-2012-RM1937591-41023,41028,Standard Class,OFF-AR-5923,3,0.5,2.3
12177,ES-2015-CS1240064-42342,42342,Same Day,OFF-PA-4477,8,0,86.58
12178,ES-2014-KB1660045-41765,41768,Second Class,OFF-BI-4825,4,0,5.82
12179,ES-2014-ED1388548-42003,42005,First Class,OFF-ST-6251,7,0.1,22.35
12180,IT-2013-AG1033064-41308,41310,Second Class,TEC-MA-4999,2,0.4,4.58
12181,IT-2013-AG1033064-41308,41310,Second Class,TEC-PH-3791,1,0.4,2.36
12182,ES-2015-JS1559548-42228,42232,Standard Class,OFF-BI-6370,4,0,3.35
12183,ES-2015-JS1559548-42228,42232,Standard Class,FUR-FU-6258,3,0,5.46
12184,ES-2015-JS1559548-42228,42232,Standard Class,OFF-BI-2900,9,0,6.74
12185,ES-2015-JS1559548-42228,42232,Standard Class,OFF-SU-6165,2,0,5.14
12186,ES-2015-IL1510045-42203,42207,Standard Class,FUR-BO-5771,5,0.1,38.66
12187,ES-2015-SC2023064-42062,42069,Standard Class,OFF-FA-2945,4,0,8.48
12188,ES-2015-SH2039548-42018,42020,Second Class,FUR-FU-4102,1,0,2.04
12189,ES-2013-BE11410139-41593,41598,Second Class,OFF-LA-4553,3,0,3.13
12190,ES-2013-BE11410139-41593,41598,Second Class,OFF-BI-6380,2,0,1.99
12191,ES-2013-BE11410139-41593,41598,Second Class,OFF-ST-4251,3,0,4.35
12192,ES-2014-AG10675120-41731,41736,Standard Class,OFF-BI-3290,4,0,1.51
12193,IT-2014-MC1784564-41646,41649,First Class,FUR-CH-5371,1,0.6,2.93
12194,ES-2015-MR1754548-42041,42045,Standard Class,TEC-CO-3703,4,0,45.36
12195,ES-2013-KM1637545-41518,41522,Second Class,OFF-EN-3672,2,0,6.77
12196,ES-2013-KM1637545-41518,41522,Second Class,TEC-MA-5512,2,0.15,25.6
12197,ES-2013-KM1637545-41518,41522,Second Class,FUR-BO-3893,7,0.1,60.68
12198,ES-2015-CM1244545-42250,42254,Standard Class,OFF-ST-6067,1,0.1,2.29
12199,ES-2014-PP1895564-41874,41880,Standard Class,OFF-AR-3458,3,0,6.93
12200,ES-2014-RF19840139-41684,41689,Second Class,OFF-BI-3256,3,0,6.22
12201,ES-2014-RF19840139-41684,41689,Second Class,OFF-ST-6068,5,0,16.63
12202,ES-2012-BK1126048-41009,41011,Second Class,OFF-LA-4548,9,0,3.53
12203,ES-2012-BK1126048-41009,41011,Second Class,OFF-AR-3454,2,0,5.92
12204,ES-2012-BK1126048-41009,41011,Second Class,TEC-CO-3679,3,0,150.74
12205,ES-2012-BK1126048-41009,41011,Second Class,TEC-PH-3801,2,0,45.99
12206,ES-2012-BK1126048-41009,41011,Second Class,FUR-FU-3023,5,0,34.88
12207,ES-2015-AH10690139-42270,42274,Standard Class,TEC-AC-5195,3,0,9.61
12208,ES-2015-AH10690139-42270,42274,Standard Class,OFF-ST-5712,7,0,52.14
12209,ES-2015-AH10690139-42270,42274,Standard Class,FUR-BO-3648,2,0,16.73
12210,ES-2012-HE1480014-41072,41075,First Class,OFF-ST-5687,3,0,10.81
12211,ES-2012-HE1480014-41072,41075,First Class,OFF-FA-3020,12,0,22.86
12212,ES-2014-TT21070139-41835,41838,First Class,OFF-AR-5904,1,0,8.66
12213,ES-2014-TT21070139-41835,41838,First Class,OFF-SU-4310,2,0,3.65
12214,ES-2012-WB21850139-41170,41177,Standard Class,TEC-CO-6006,3,0,47.53
12215,ES-2015-BN11470139-42110,42110,Same Day,FUR-BO-5778,5,0,282.58
12216,ES-2015-BN11470139-42110,42110,Same Day,TEC-CO-4571,4,0,205.01
12217,ES-2013-SK1999048-41453,41458,Standard Class,OFF-AR-3527,2,0,6.86
12218,ES-2013-SK1999048-41453,41458,Standard Class,OFF-ST-4261,2,0.1,4.78
12219,IT-2014-SH1997545-41775,41781,Standard Class,FUR-TA-4712,3,0.35,47.08
12220,IT-2015-RS1942045-42248,42252,Standard Class,OFF-ST-5696,2,0.1,4.37
12221,IT-2012-DB1340548-41252,41256,Standard Class,FUR-BO-5955,3,0.1,21.93
12222,ES-2014-MG1787548-41945,41949,Standard Class,TEC-AC-5865,2,0,18.51
12223,IT-2014-MB1808545-41783,41788,Second Class,OFF-AP-3859,2,0.1,6.54
12224,IT-2014-MB1808545-41783,41788,Second Class,OFF-AR-3497,1,0,1.07
12225,IT-2015-ON18715139-42236,42241,Standard Class,OFF-AP-3868,2,0.5,23.51
12226,ES-2015-ZC2191045-42257,42260,First Class,OFF-BI-4804,3,0,1.6
12227,ES-2013-ES1402045-41514,41517,First Class,TEC-PH-3797,9,0.15,45.19
12228,ES-2013-ES1402045-41514,41517,First Class,OFF-AR-3525,2,0,15.62
12229,IT-2012-KN16390139-41268,41273,Standard Class,TEC-CO-4770,9,0,42.62
12230,IT-2012-KN16390139-41268,41273,Standard Class,FUR-TA-3759,7,0,238.03
12231,ES-2015-AH1019545-42249,42254,Standard Class,OFF-BI-2919,7,0,2.95
12232,IT-2014-LC1696091-41954,41958,Standard Class,TEC-PH-5812,4,0.5,21.98
12233,ES-2015-ST20530120-42081,42081,Same Day,OFF-EN-3656,4,0,21.99
12234,ES-2015-JH1591048-42234,42234,Same Day,OFF-AR-3526,1,0,9.43
12235,IT-2012-BS1175545-41223,41228,Standard Class,OFF-ST-5700,5,0.1,65.22
12236,IT-2012-BS1175545-41223,41228,Standard Class,OFF-EN-3104,1,0,1.49
12237,IT-2012-BS1175545-41223,41228,Standard Class,OFF-AR-6120,2,0,3.19
12238,IT-2015-TN2104091-42242,42247,Standard Class,OFF-BI-3251,3,0.5,2.07
12239,ES-2014-BD115608-41949,41953,Standard Class,OFF-BI-6403,2,0,2.02
12240,ES-2014-BD115608-41949,41953,Standard Class,OFF-ST-6038,7,0,9.77
12241,ES-2015-NF1838545-42362,42362,Same Day,OFF-LA-4553,3,0,3.68
12242,ES-2015-KB1658548-42276,42283,Standard Class,TEC-MA-4207,8,0,210.59
12243,ES-2015-KB1658548-42276,42283,Standard Class,OFF-ST-4063,2,0.1,1.93
12244,ES-2015-KB1658548-42276,42283,Standard Class,TEC-CO-5999,3,0,87.58
12245,ES-2015-RL1961564-42249,42254,Standard Class,OFF-SU-4127,2,0,4.35
12246,IT-2013-MC17635139-41348,41349,First Class,OFF-FA-6201,11,0,20.68
12247,IT-2013-MC17635139-41348,41349,First Class,OFF-BI-6385,4,0,17.5
12248,ES-2015-TC2153564-42164,42169,Standard Class,OFF-BI-3725,9,0,32.49
12249,IT-2015-GA1472545-42290,42294,Standard Class,FUR-TA-3769,2,0.35,72.15
12250,IT-2015-GA1472545-42290,42294,Standard Class,OFF-BI-3718,2,0,2.05
12251,IT-2015-GA1472545-42290,42294,Standard Class,FUR-BO-3618,4,0.1,77.65
12252,IT-2015-GA1472545-42290,42294,Standard Class,FUR-FU-3934,3,0,20.58
12253,IT-2015-GA1472545-42290,42294,Standard Class,OFF-AR-5919,3,0,6.33
12254,IT-2015-GA1472545-42290,42294,Standard Class,OFF-BI-4809,1,0,2.4
12255,IT-2014-TB21520139-41885,41887,Second Class,OFF-BI-3293,3,0.5,3.59
12256,IT-2014-TB21520139-41885,41887,Second Class,TEC-PH-5826,3,0.5,27.55
12257,ES-2015-SD2048564-42081,42085,Standard Class,OFF-PA-3994,3,0,1.69
12258,ES-2015-SD2048564-42081,42085,Standard Class,OFF-AR-3534,5,0,7.21
12259,ES-2013-CD11920120-41419,41420,First Class,OFF-PA-5850,2,0,25.62
12260,ES-2013-CD11920120-41419,41420,First Class,OFF-AR-3499,8,0,63.4
12261,IT-2014-BK1126091-41656,41660,Standard Class,OFF-BI-6371,2,0.5,3.2
12262,IT-2014-BK1126091-41656,41660,Standard Class,TEC-PH-5246,6,0.5,77.79
12263,IT-2014-BK1126091-41656,41660,Standard Class,OFF-PA-5847,3,0.5,7.43
12264,ES-2014-PA19060139-41937,41942,Standard Class,OFF-SU-4305,6,0,11.72
12265,ES-2015-BW1111045-42212,42216,Standard Class,TEC-PH-5339,2,0.15,14.77
12266,ES-2014-JF1535545-41877,41882,Standard Class,OFF-BI-2891,1,0,2.06
12267,ES-2014-JF1535545-41877,41882,Standard Class,OFF-AR-3484,9,0,23.73
12268,IT-2014-JM1586545-41761,41765,Standard Class,TEC-CO-6003,3,0.15,15.15
12269,IT-2014-JM1586545-41761,41765,Standard Class,OFF-EN-4449,5,0,18.08
12270,ES-2013-HG1496545-41522,41526,Standard Class,OFF-AR-3547,7,0,7.72
12271,ES-2012-DP1339045-41046,41046,Same Day,OFF-AR-3499,11,0,20.78
12272,ES-2012-DP1339045-41046,41046,Same Day,OFF-EN-4923,5,0,26.81
12273,ES-2015-VG2179045-42259,42260,First Class,OFF-AR-6117,5,0,26.86
12274,ES-2015-KB1640545-42181,42183,Second Class,OFF-AR-3460,1,0,2.36
12275,ES-2015-KB1640545-42181,42183,Second Class,OFF-AR-3448,7,0,22.81
12276,ES-2013-SC20230139-41605,41611,Standard Class,FUR-CH-5368,5,0.1,26.12
12277,ES-2013-SC20230139-41605,41611,Standard Class,FUR-FU-5741,7,0.4,10.12
12278,ES-2013-SC20230139-41605,41611,Standard Class,TEC-AC-5126,4,0.1,8.56
12279,ES-2012-GT14635120-41158,41158,Same Day,OFF-BI-4810,2,0,3.62
12280,ES-2012-CV1280545-41087,41090,First Class,OFF-PA-4466,7,0,43.72
